PSMILES,labels.Exp_Tg(K),meta.reliability
[*]c1ccc(C(=O)Nc2cccc(Oc3ccc(S(=O)(=O)c4ccc(Oc5cccc(NC(=O)c6ccc([*])cc6C)c5)cc4)cc3)c2)c(C)c1,493.15,black
[*]c1ccc(C(=O)Nc2cccc(S(=O)(=O)c3cccc(NC(=O)c4ccc([*])cc4C)c3)c2)c(C)c1,533.15,black
[*]c1ccc(C(=O)O)c(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4cc([*])ccc4C(=O)O)cc3)cc2)c1,457.55,black
[*]c1ccc(C(=O)OC(=O)c2ccc(C([*])(C)C)cc2)cc1,373.15,black
[*]c1ccc(C(=O)OCC)c(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4cc([*])ccc4C(=O)OCC)cc3)cc2)c1,463.3,black
[*]c1ccc(C(=O)OCCCCOC(=O)c2ccc(C([*])(C)C)cc2)cc1,317.15,black
[*]c1ccc(C(=O)OCCCCOC(=O)c2ccc([Si]([*])(C)C)cc2)cc1,315.15,black
[*]c1ccc(C(=O)OCCN(CCOC(=O)c2ccc([Si]([*])(C)C)cc2)c2ccc(/C=C/c3ccc([N+](=O)[O-])cc3)cc2)cc1,400.15,black
[*]c1ccc(C(=O)OCCOC(=O)c2ccc(C([*])(C)CC)cc2)cc1,368.15,black
[*]c1ccc(C(=O)OCCOC(=O)c2ccc3c(c2)C([*])(C)CC3(C)C)cc1,427.15,black
[*]c1ccc(C(=O)Oc2ccc(C(=O)c3ccc(OC(=O)c4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,403.15,black
[*]c1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(C([*])(C)CC)cc4)cc3)cc2)cc1,484.15,black
[*]c1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc5c(c4)C([*])(C)CC5(C)C)cc3)cc2)cc1,538.15,black
[*]c1ccc(C(=O)Oc2ccc(C3(c4ccc(OC(=O)c5ccc([Si]([*])(C)C)cc5)cc4)OC(=O)c4ccccc43)cc2)cc1,487.15,black
[*]c1ccc(C(=O)Oc2ccc(C3(c4ccc(OC(=O)c5ccc([Si]([*])(C)C)cc5)cc4)c4ccccc4C(=O)N3c3ccccc3)cc2)cc1,528.15,black
[*]c1ccc(C(=O)Oc2ccc(Cc3ccc(OC(=O)c4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,413.15,black
[*]c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(C([*])(C)C)cc3)cc2)cc1,468.15,black
[*]c1ccc(C(=O)Oc2ccc(OC(=O)c3ccc([Si]([*])(C)C)cc3)cc2)cc1,449.15,black
[*]c1ccc(C(=O)Oc2ccc(S(=O)(=O)c3ccc(OC(=O)c4ccc([Si]([*])(C)C)cc4)cc3)cc2)cc1,508.15,black
[*]c1ccc(C(=O)Oc2ccc3c(c2)Oc2cc(OC(=O)c4ccc5c(c4)C([*])(C)CC5(C)C)ccc2C3(C)C)cc1,570.15,black
[*]c1ccc(C(=O)Oc2cccc(OC(=O)c3ccc(C([*])(C)C)cc3)c2)cc1,431.15,black
[*]c1ccc(C(=O)Oc2cccc(OC(=O)c3ccc([Si]([*])(C)C)cc3)c2)cc1,407.15,black
[*]c1ccc(C(=O)c2ccc(Oc3ccc(C(c4ccc(Oc5ccc(C(=O)c6ccc(C([*])(C)C)cc6)cc5)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,452.15,black
[*]c1ccc(C(=O)c2ccc(Sc3ccc(C(=O)c4ccc(C([*])(C)C)cc4)cc3)cc2)cc1,448.15,black
[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,381.15,black
[*]c1ccc(C(C#N)(C(=O)OC)C([*])(C#N)C(=O)OC)cc1,381.15,black
[*]c1ccc(C(C#N)(C(=O)OCC(C)C)C([*])(C#N)C(=O)OCC(C)C)cc1,381.15,black
[*]c1ccc(C(C#N)(C(=O)OCC)C([*])(C#N)C(=O)OCC)cc1,381.15,black
[*]c1ccc(C(C#N)(C(=O)OCCCC)C([*])(C#N)C(=O)OCCCC)cc1,381.15,black
[*]c1ccc(C(Cl)(Cl)C([*])Cl)cc1,433.15,black
[*]c1ccc(C(F)(F)C([*])(F)F)cc1,350.1,black
[*]c1ccc(C([*])C)cc1,366.15,black
[*]c1ccc(C(c2ccc(C#N)cc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,503.15,black
[*]c1ccc(C(c2ccc(N([*])c3ccc(C)cc3)cc2)c2ccc([N+](=O)[O-])cc2)cc1,488.15,black
[*]c1ccc(C(c2ccc(N3C(=O)c4cc5c(cc4C3=O)C(C(F)(F)F)(C(F)(F)F)c3cc4c(cc3O5)C(=O)N([*])C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,703.15,black
[*]c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,709.15,black
[*]c1ccc(C(c2ccccc2)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,594.15,black
[*]c1ccc(C(c2ccccc2)c2ccc(N([*])c3ccc(C)cc3)cc2)cc1,472.15,black
[*]c1ccc(C)c(N2C(=O)C(=O)N(CCCCCCN3C(=O)C(=O)N([*])C3=O)C2=O)c1,454.65,black
[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,668.15,black
[*]c1ccc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(-c6ccc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N([*])C9=O)cc7)cc6)cc5)cc4)cc3C2=O)c1,572.15,black
[*]c1ccc(C)c(N2C(=O)c3ccc(C(=O)Nc4ccc(Oc5ccccc5-c5ccccc5Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,539.15,black
[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N([*])C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,608.15,black
[*]c1ccc(C)c(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,539.15,black
[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,621.15,black
[*]c1ccc(C)c(NC(=O)OCCN(CCOC(=O)Nc2ccc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N([*])C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)c2ccc(/N=N/c3ccc([N+](=O)[O-])cc3)cc2)c1,469.15,black
[*]c1ccc(C)c(NC(=O)c2ccc(OC(=O)c3ccc(C(=O)Oc4ccc(C(=O)Nc5cc(C([*])(C(F)(F)F)C(F)(F)F)ccc5C)cc4)cc3)cc2)c1,486.15,black
[*]c1ccc(C)c(S(=O)(=O)Oc2ccc(C3(c4ccc(OS([*])(=O)=O)cc4)CCCC3)cc2)c1,407.15,black
[*]c1ccc(C)c(S(=O)(=O)Oc2ccc(C3(c4ccc(OS([*])(=O)=O)cc4)CCCCC3)cc2)c1,415.15,black
[*]c1ccc(C2(c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)c3ccccc3-c3ccccc32)cc1,693.15,black
[*]c1ccc(C2(c3ccc(-c4cc(-c5ccccc5)c5cc(C6(c7ccc8nc([*])cc(-c9ccccc9)c8c7)c7ccccc7-c7ccccc76)ccc5n4)cc3)c3ccccc3-c3ccccc32)cc1,663.15,black
[*]c1ccc(C2(c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)c3ccccc3-c3ccccc32)cc1,583.15,black
[*]c1ccc(C2=C(c3ccc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4cc([*])ccc4-5)cc3)C(=O)N(CCCC)C2=O)cc1,428.15,black
[*]c1ccc(C=Cc2ccc3c4ccc(C=Cc5ccc(N([*])c6ccc(OCC(CC)CCCC)cc6)cc5)cc4n(CC(CC)CCCC)c3c2)cc1,405.15,black
[*]c1ccc(CCCCCCCCCCCCCCc2ccc(-c3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,458.15,black
[*]c1ccc(CCCCCCCCCCCCCCc2ccc(-c3c(-c4ccccc4)cc(-c4cccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)c4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,433.15,black
[*]c1ccc(CCCCCCCCCCc2ccc(-c3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,508.15,black
[*]c1ccc(CCCCCCCCCCc2ccc(-c3c(-c4ccccc4)cc(-c4cccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)c4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,453.15,black
[*]c1ccc(CCCCCCc2ccc(-c3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,523.15,black
[*]c1ccc(CCCCCCc2ccc(-c3c(-c4ccccc4)cc(-c4cccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)c4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,488.15,black
[*]c1ccc(CCCCc2ccc(-c3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,478.15,black
[*]c1ccc(CCCCc2ccc(-c3c(-c4ccccc4)cc(-c4cccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)c4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,453.15,black
[*]c1ccc(CCCc2ccc(-c3c(-c4ccccc4)cc(-c4ccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)cc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,563.15,black
[*]c1ccc(CCCc2ccc(-c3c(-c4ccccc4)cc(-c4cccc(-c5cc(-c6ccccc6)c([*])c(-c6ccccc6)c5-c5ccccc5)c4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,513.15,black
[*]c1ccc(CCc2ccc(N3C(=O)C(=O)N([*])C3=O)cc2)cc1,469.15,black
[*]c1ccc(CCc2ccccc2N2C(=O)C(=O)N(CCCCCCN3C(=O)C(=O)N([*])C3=O)C2=O)cc1,410.15,black
[*]c1ccc(CCc2ccccc2N2C(=O)C(=O)N(c3ccc(CCc4ccc(N5C(=O)C(=O)N([*])C5=O)cc4)cc3)C2=O)cc1,493.15,black
[*]c1ccc(CN2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(Cc4ccc(C([*])(C)C)o4)C5=O)cc3C2=O)o1,402.15,black
[*]c1ccc(CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(Cc4ccc(C([*])(C)C)o4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)o1,407.15,black
[*]c1ccc(CN2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(Cc4ccc(C([*])(C)C)o4)C5=O)cc3C2=O)o1,389.15,black
[*]c1ccc(CN2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(Cc4ccc(C([*])C)o4)C5=O)cc3C2=O)o1,402.15,black
[*]c1ccc(CNC(=O)OC(c2ccco2)C(OC(=O)NCc2ccc(C([*])(C)C)o2)c2ccco2)o1,318.15,black
[*]c1ccc(CNC(=O)OCC(OC(=O)NCc2ccc(C([*])(C)C)o2)c2ccco2)o1,293.15,black
[*]c1ccc(CNC(=O)OCC(OC(=O)NCc2ccc(C([*])CCC)o2)c2ccco2)o1,316.15,black
[*]c1ccc(CNC(=O)OCCOC(=O)NCc2ccc(C([*])(C)C)o2)o1,323.15,black
[*]c1ccc(CNC(=O)OCc2ccc(COC(=O)NCc3ccc(C([*])(C)C)o3)o2)o1,328.15,black
[*]c1ccc(CNC(=O)OCc2ccc(COCc3ccc(COC(=O)NCc4ccc(C([*])(C)C)o4)o3)o2)o1,312.15,black
[*]c1ccc(CNC(=O)OCc2cocc2COC(=O)NCc2ccc(C([*])(C)C)o2)o1,298.15,black
[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,624.15,black
[*]c1ccc(Cc2ccc(-n3nc(-c4ccccc4)cc3-c3ccc(-c4cc(-c5ccccc5)nn4[*])cc3)cc2)cc1,525.15,black
[*]c1ccc(Cc2ccc(-n3nc(-c4ccccc4)cc3-c3cccc(-c4cc(-c5ccccc5)nn4[*])c3)cc2)cc1,498.15,black
[*]c1ccc(Cc2ccc(-n3nccc3-c3ccc(-c4ccnn4[*])cc3)cc2)cc1,475.15,black
[*]c1ccc(Cc2ccc(N(c3ccc(C)cc3)c3ccc(-c4ccc(N([*])c5ccc(C)cc5)cc4)cc3)cc2)cc1,456.15,black
[*]c1ccc(Cc2ccc(N3C(=O)C(=O)N(CCCCCCN4C(=O)C(=O)N([*])C4=O)C3=O)cc2)cc1,431.15,black
[*]c1ccc(Cc2ccc(N3C(=O)C(=O)N(c4ccccc4CCc4ccc(N5C(=O)C(=O)N([*])C5=O)cc4)C3=O)cc2)cc1,471.15,black
[*]c1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N([*])C(=O)C5C4C3=O)cc2)cc1,614.15,black
[*]c1ccc(Cc2ccc(N3C(=O)CC(C)(SCCOCCSC4(C)CC(=O)N(c5ccc(Cc6ccc(N7C(=O)C(C)C(SCCOCCSC8C(=O)N([*])C(=O)C8C)C7=O)cc6)cc5)C4=O)C3=O)cc2)cc1,378.15,black
[*]c1ccc(Cc2ccc(N3C(=O)N(c4ccc(Cc5ccc(N6C(=O)N([*])C(=O)C6(C)C)cc5)cc4)C(C)(C)C3=O)cc2)cc1,532.65,black
[*]c1ccc(Cc2ccc(N3C(=O)c4c(c(-c5ccccc5)c(-c5ccc(Oc6ccc(-c7c(-c8ccccc8)c8c(c(-c9ccccc9)c7-c7ccccc7)C(=O)N([*])C8=O)cc6)cc5)c(-c5ccccc5)c4-c4ccccc4)C3=O)cc2)cc1,629.15,black
[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(C)c2C)c(C)c1C,570.15,black
[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4C3=O)c(C)c2C)c(C)c1C,550.15,black
[*]c1ccc(Cc2ccc(S([*])(=O)=O)cc2)cc1,500.65,black
[*]c1ccc(Cc2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(Oc6ccc(C([*])(C)C)cc6)cc5C4=O)c2)C3=O)cc1,488.15,black
[*]c1ccc(Cn2c(=O)c3cc4c(=O)n(Cc5ccc(C([*])(C)C)o5)c(=O)c4cc3c2=O)o1,411.15,black
[*]c1ccc(Cn2c(=O)c3cc4c(=O)n(Cc5ccc(C([*])(C)CC)o5)c(=O)c4cc3c2=O)o1,416.15,black
[*]c1ccc(Cn2c(=O)c3cc4c(=O)n(Cc5ccc(C([*])(C)CCC)o5)c(=O)c4cc3c2=O)o1,407.15,black
[*]c1ccc(Cn2c(=O)c3cc4c(=O)n(Cc5ccc(C([*])C)o5)c(=O)c4cc3c2=O)o1,389.15,black
[*]c1ccc(N(c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc([*])ccc3-4)cc2)c2ccc(C(C)CC)cc2)cc1,413.15,black
[*]c1ccc(N(c2ccc(-c3ccc4c(c3)C(CCCCCCCC)(CCCCCCCC)c3cc([*])ccc3-4)cc2)c2ccc(N(c3ccc(C(C)(C)c4ccccc4)cc3)c3ccc(C(C)(C)c4ccccc4)cc3)cc2)cc1,410.15,black
[*]c1ccc(N(c2ccc(C)cc2)c2ccc(C([*])c3ccc(C(=O)OC)cc3)cc2)cc1,495.15,black
[*]c1ccc(N(c2ccc(C)cc2)c2ccc(C([*])c3ccc(OCCCC)cc3)cc2)cc1,443.15,black
[*]c1ccc(N2C(=O)C3ON(C)C(c4ccc(C5C6C(=O)N([*])C(=O)C6ON5C)cc4)C3C2=O)cc1,340.15,black
[*]c1ccc(N2C(=O)C3ON(C)C(c4ccc(OCCCCCCOc5ccc(C6C7C(=O)N([*])C(=O)C7ON6C)cc5)cc4)C3C2=O)cc1,325.15,black
[*]c1ccc(N2C(=O)c3c(c(-c4ccccc4)c(-c4ccc(-c5c(-c6ccccc6)c6c(c(-c7ccccc7)c5-c5ccccc5)C(=O)N([*])C6=O)cc4)c(-c4ccccc4)c3-c3ccccc3)C2=O)cc1,739.15,black
[*]c1ccc(N2C(=O)c3c(c(-c4ccccc4)c(-c4ccc(Oc5ccc(-c6c(-c7ccccc7)c7c(c(-c8ccccc8)c6-c6ccccc6)C(=O)N([*])C7=O)cc5)cc4)c(-c4ccccc4)c3-c3ccccc3)C2=O)cc1,644.15,black
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,633.15,black
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(N([*])c6ccc(C#N)cc6)cc4)C5=O)cc3C2=O)cc1,631.15,black
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1,662.15,black
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,654.65,black
[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)cc3C2=O)c(C)c1,575.15,black
[*]c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(c4ccc([*])cc4C)C5=O)cc3C2=O)c(C)c1,657.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(C(c5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc([*])cc6OC)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)c(OC)c1,523.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(C5(c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(c7ccc([*])cc7OC)C8=O)cc6)c6ccccc6-c6ccccc65)cc4)cc3C2=O)c(OC)c1,454.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OC)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,604.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,615.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(C([*])(C)C)cc6)cc4)C5=O)cc3C2=O)cc1,595.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6cccc(C([*])(C)C)c6)cc4)C5=O)cc3C2=O)cc1,589.65,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(N([*])c6ccc(C#N)cc6)cc4)C5=O)cc3C2=O)cc1,588.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1,635.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,620.65,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)cc3C2=O)c(C)c1,638.15,black
[*]c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(c4ccc6c(c4)C([*])(C)CC6(C)C)C5=O)cc3C2=O)cc1,593.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,612.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C(C)(C)c6ccc(C([*])(C)C)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,508.55,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,583.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(C6([*])c7ccccc7-c7ccccc76)cc4C(C)C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C(C)C)c1,572.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(N([*])c6ccc(C#N)cc6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,594.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,635.65,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,628.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(C)c1,625.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4OC(=O)/C=C/c4ccccc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(OC(=O)/C=C/c2ccccc2)c1,454.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4OCCN(CC)c4ccc(C(C#N)=C(C#N)C#N)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c1,495.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc([*])cc4OCCOc4ccc6c(C)cc(=O)oc6c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c(OCCOc2ccc3c(C)cc(=O)oc3c2)c1,405.15,black
[*]c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4cccc(C([*])(C)C)c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,533.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(C(c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(N([*])c8ccc(C#N)cc8)cc6)C7=O)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3C2=O)cc1,507.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(N([*])c9ccc(C#N)cc9)cc7)C8=O)cc6)CCCCC5)cc4)cc3C2=O)cc1,516.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(C5(c6ccc(Oc7ccc8c(c7)C(=O)N(c7ccc(N([*])c9ccc(C#N)cc9)cc7)C8=O)cc6)c6ccccc6-c6ccccc65)cc4)cc3C2=O)cc1,552.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc(C([*])(C)C)cc5)C6=O)cc4)cc3C2=O)cc1,537.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc6c(c5)C(=O)N(c5ccc([*])cc5OC)C6=O)cc4)cc3C2=O)c(OC)c1,547.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(-c6cc(-c7ccc(OCCCC#N)cc7)cc([*])n6)cc4)C5=O)cc3C2=O)cc1,588.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(C([*])(C)C)cc4)C5=O)cc3C2=O)cc1,538.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(N([*])c6ccc(C#N)cc6)cc4)C5=O)cc3C2=O)cc1,577.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)c(C(F)(F)F)c4)C5=O)cc3C2=O)cc1,626.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(c4ccc(Oc6c(C(C)(C)C)cc([*])cc6C(C)(C)C)cc4)C5=O)cc3C2=O)cc1,615.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5cc(Oc6ccc7c(c6)C(=O)N(c6ccc(C(C)(C)c8ccc(C([*])(C)C)cc8)cc6)C7=O)ccc5c4)cc3C2=O)cc1,519.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5cc(Oc6ccc7c(c6)C(=O)N(c6ccc(C([*])(C)C)cc6)C7=O)ccc5c4)cc3C2=O)cc1,509.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(C(C)(C)c8ccc(C([*])(C)C)cc8)cc6)C7=O)cc5c4)cc3C2=O)cc1,519.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(C([*])(C)C)cc6)C7=O)cc5c4)cc3C2=O)cc1,520.15,black
[*]c1ccc(N2C(=O)c3ccc(Oc4cccc5c(Oc6ccc7c(c6)C(=O)N(c6ccc(C(C)(C)c8ccc(C([*])(C)C)cc8)cc6)C7=O)cccc45)cc3C2=O)cc1,526.15,black
